"formula","C","H","O","N","S","P","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C39H63O11N1P2",39,63,11,1,0,2,"aliphatic","aliphatic+N",0.0492,-0.9744,1.62,0.28,-4,10,-0.1026
"C39H62O13N1P1",39,62,13,1,0,1,"aliphatic","aliphatic+N",0.0492,-0.8462,1.59,0.33,-5,10,-0.1282
"C39H61O15N1",39,61,15,1,0,0,"aliphatic","aliphatic+N",0.0492,-0.7179,1.56,0.38,-6,10,-0.1538
"C33H20O23",33,20,23,0,0,0,"aromatic","aromatic",0.5814,0.7879,0.61,0.7,1,24,0.0303
"C26H30O22N2P2",26,30,22,2,0,2,"unsaturated/lignin","unsaturated/lignin",-0.0909,0.7692,1.15,0.85,-12,14,-0.4615
"C34H29O16N2S1P1",34,29,16,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4545,0.3235,0.85,0.47,2,22,0.0588
"C27H34O21N2P2",27,34,21,2,0,2,"unsaturated/lignin","unsaturated/lignin",-0.12,0.5185,1.26,0.78,-12,13,-0.4444
"C25H37O24S1P1",25,37,24,0,1,1,"unsaturated/lignin","unsaturated/lignin",-0.5455,0.52,1.48,0.96,-18,8,-0.72
"C24H36O25N2S1",24,36,25,2,1,0,"aliphatic","aliphatic+N",-0.8824,0.9167,1.5,1.04,-20,8,-0.8333
"C35H33O15N2S1P1",35,33,15,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4043,0.1429,0.94,0.43,2,21,0.0571
"C39H33O12N2S1P1",39,33,12,2,1,1,"aromatic","aromatic",0.5172,-0.0256,0.85,0.31,9,25,0.2308
"C36H37O14N2S1P1",36,37,14,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.36,-0.0278,1.03,0.39,2,20,0.0556
"C23H45O25S1P1",23,45,25,0,1,1,"aliphatic","aliphatic",-1.4706,0.3043,1.96,1.09,-25,2,-1.087
"C40H37O11N2S1P1",40,37,11,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4754,-0.175,0.92,0.28,9,24,0.225
"C24H49O24S1P1",24,49,24,0,1,1,"aliphatic","carbohydrate",-1.3,0.0417,2.04,1,-25,1,-1.0417
"C41H41O10N2S1P1",41,41,10,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4375,-0.3171,1,0.24,9,23,0.2195
"C28H49O21S1P1",28,49,21,0,1,1,"aliphatic","aliphatic",-0.4839,-0.1786,1.75,0.75,-18,5,-0.6429
"C38H45O12N2S1P1",38,45,12,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.3421,1.18,0.32,2,18,0.0526
"C46H41O10P1",46,41,10,0,0,1,"aromatic","aromatic",0.525,-0.4565,0.89,0.22,16,27,0.3478
"C39H49O11N2S1P1",39,49,11,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2542,-0.4872,1.26,0.28,2,17,0.0513
"C43H49O8N2S1P1",43,49,8,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3714,-0.5814,1.14,0.19,9,21,0.2093
"C40H53O10N2S1P1",40,53,10,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2258,-0.625,1.32,0.25,2,16,0.05
"C33H58O15N2P2",33,58,15,2,0,2,"aliphatic","aliphatic+N",-0.2093,-0.6667,1.76,0.45,-12,7,-0.3636
"C38H56O17",38,56,17,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.0847,-0.5789,1.47,0.45,-6,11,-0.1579
"C41H57O9N2S1P1",41,57,9,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2,-0.7561,1.39,0.22,2,15,0.0488
"C49H53O7P1",49,53,7,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.4382,-0.7959,1.08,0.14,16,24,0.3265
"C38H62O9N2S1P2",38,62,9,2,1,2,"aliphatic","aliphatic+N",0.0175,-0.9474,1.63,0.24,-4,10,-0.1053
"C42H61O8N2S1P1",42,61,8,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.1765,-0.881,1.45,0.19,2,14,0.0476
"C43H65O7N2S1P1",43,65,7,2,1,1,"aliphatic","aliphatic+N",0.1549,-1,1.51,0.16,2,13,0.0465
"C41H68O14",41,68,14,0,0,0,"aliphatic","aliphatic",0.0294,-0.9756,1.66,0.34,-6,8,-0.1463
"C45H73O5N2S1P1",45,73,5,2,1,1,"aliphatic","aliphatic+N",0.1169,-1.2222,1.62,0.11,2,11,0.0444
"C39H81O11N2P1",39,81,11,2,0,1,"aliphatic","lipid",-0.2459,-1.359,2.08,0.28,-13,1,-0.3333
"C32H52O19N1P1",32,52,19,1,0,1,"aliphatic","aliphatic+N",-0.1707,-0.3438,1.62,0.59,-13,8,-0.4062
"C37H55O17N1",37,55,17,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.0545,-0.4865,1.49,0.46,-7,11,-0.1892
"C34H60O17N1P1",34,60,17,1,0,1,"aliphatic","aliphatic+N",-0.1915,-0.6765,1.76,0.5,-13,6,-0.3824
"C38H59O16N1",38,59,16,1,0,0,"aliphatic","aliphatic+N",0.0345,-0.6316,1.55,0.42,-7,10,-0.1842
"C45H87O9N1",45,87,9,1,0,0,"aliphatic","aliphatic+N",-0.0633,-1.4667,1.93,0.2,-7,3,-0.1556
"C25H26O25N2S1",25,26,25,2,1,0,"unsaturated/lignin","unsaturated/lignin",-0.1579,1.28,1.04,1,-14,14,-0.56
"C33H22O23",33,22,23,0,0,0,"aromatic","aromatic",0.5349,0.7273,0.67,0.7,0,23,0
"C25H28O23N2P2",25,28,23,2,0,2,"unsaturated/lignin","unsaturated/lignin",-0.1579,0.96,1.12,0.92,-13,14,-0.52
"C34H26O22",34,26,22,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4783,0.5294,0.76,0.65,0,22,0
"C23H34O26N2S1",23,34,26,2,1,0,"unsaturated/lignin","unsaturated/lignin",-1.1429,1.1304,1.48,1.13,-21,8,-0.913
"C31H30O24",31,30,24,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2632,0.5806,0.97,0.77,-7,17,-0.2258
"C27H34O23N2S1",27,34,23,2,1,0,"unsaturated/lignin","unsaturated/lignin",-0.2,0.7407,1.26,0.85,-14,12,-0.5185
"C35H30O21",35,30,21,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,0.3429,0.86,0.6,0,21,0
"C24H38O25N2S1",24,38,25,2,1,0,"aliphatic","aliphatic+N",-1,0.8333,1.58,1.04,-21,7,-0.875
"C35H35O15N2S1P1",35,35,15,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3617,0.0857,1,0.43,1,20,0.0286
"C36H34O20",36,34,20,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3846,0.1667,0.94,0.56,0,20,0
"C37H38O19",37,38,19,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3455,0,1.03,0.51,0,19,0
"C40H39O11N2S1P1",40,39,11,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4426,-0.225,0.98,0.28,8,23,0.2
"C38H42O18",38,42,18,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3103,-0.1579,1.11,0.47,0,18,0
"C39H48O13P2",39,48,13,0,0,2,"unsaturated/lignin","unsaturated/lignin",0.2787,-0.5641,1.23,0.33,2,17,0.0513
"C39H46O17",39,46,17,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2787,-0.3077,1.18,0.44,0,17,0
"C49H42O8N2",49,42,8,2,0,0,"aromatic","aromatic",0.5581,-0.4082,0.86,0.16,20,30,0.4082
"C36H50O19",36,50,19,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.0943,-0.3333,1.39,0.53,-7,12,-0.1944
"C33H55O19P1",33,55,19,0,0,1,"aliphatic","aliphatic",-0.1556,-0.5152,1.67,0.58,-13,7,-0.3939
"C40H50O16",40,50,16,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.25,-0.45,1.25,0.4,0,16,0
"C41H54O13S1",41,54,13,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2239,-0.6341,1.32,0.32,1,15,0.0244
"C37H54O18",37,54,18,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.0714,-0.4865,1.46,0.49,-7,11,-0.1892
"C34H59O18P1",34,59,18,0,0,1,"aliphatic","aliphatic",-0.1667,-0.6765,1.74,0.53,-13,6,-0.3824
"C38H58O17",38,58,17,0,0,0,"aliphatic","aliphatic",0.0508,-0.6316,1.53,0.45,-7,10,-0.1842
"C41H59O9N2S1P1",41,59,9,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.1692,-0.8049,1.44,0.22,1,14,0.0244
"C39H63O14P1",39,63,14,0,0,1,"aliphatic","aliphatic",0.0323,-0.8974,1.62,0.36,-6,9,-0.1538
"C35H68O11N2S1P2",35,68,11,2,1,2,"aliphatic","aliphatic+N",-0.2653,-1.0857,1.94,0.31,-12,4,-0.3429
"C52H54O5N2",52,54,5,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4737,-0.7308,1.04,0.1,20,27,0.3846
"C39H62O16",39,62,16,0,0,0,"aliphatic","aliphatic",0.0323,-0.7692,1.59,0.41,-7,9,-0.1795
"C53H58O4N2",53,58,4,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.449,-0.8302,1.09,0.08,20,26,0.3774
"C40H66O15",40,66,15,0,0,0,"aliphatic","aliphatic",0.0154,-0.9,1.65,0.38,-7,8,-0.175
"C54H62O1N2S1",54,62,1,2,1,0,"unsaturated/lignin","unsaturated/lignin",0.4257,-0.963,1.15,0.02,21,25,0.3889
"C59H62O1",59,62,1,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4872,-1.0169,1.05,0.02,28,29,0.4746
"C51H67O3N2P1",51,67,3,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.3333,-1.0784,1.31,0.06,14,20,0.2745
"C44H70O10N2",44,70,10,2,0,0,"aliphatic","aliphatic+N",0.1081,-1,1.59,0.23,-1,11,-0.0227
"C42H75O11P1",42,75,11,0,0,1,"aliphatic","aliphatic",-0.0141,-1.2619,1.79,0.26,-6,6,-0.1429
"C52H71O2N2P1",52,71,2,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.3125,-1.1731,1.37,0.04,14,19,0.2692
"C46H91O7P1",46,91,7,0,0,1,"aliphatic","aliphatic",-0.0602,-1.6739,1.98,0.15,-6,2,-0.1304
"C37H57O17N1",37,57,17,1,0,0,"aliphatic","aliphatic+N",0.0182,-0.5405,1.54,0.46,-8,10,-0.2162
"C43H67O8N1P2",43,67,8,1,0,2,"aliphatic","aliphatic+N",0.1389,-1.1163,1.56,0.19,1,12,0.0233
"C39H65O15N1",39,65,15,1,0,0,"aliphatic","aliphatic+N",-0.0164,-0.8205,1.67,0.38,-8,8,-0.2051
"C33H24O23",33,24,23,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4884,0.6667,0.73,0.7,-1,22,-0.0303
"C25H30O23N2P2",25,30,23,2,0,2,"unsaturated/lignin","unsaturated/lignin",-0.2632,0.88,1.2,0.92,-14,13,-0.56
"C23H33O26S1P1",23,33,26,0,1,1,"unsaturated/lignin","unsaturated/lignin",-0.875,0.913,1.43,1.13,-20,8,-0.8696
"C32H24O22N2",32,24,22,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4737,0.8125,0.75,0.69,-2,22,-0.0625
"C34H28O22",34,28,22,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4348,0.4706,0.82,0.65,-1,21,-0.0294
"C37H29O14N2S1P1",37,29,14,2,1,1,"aromatic","aromatic",0.5385,0.1892,0.78,0.38,7,25,0.1892
"C31H32O24",31,32,24,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2105,0.5161,1.03,0.77,-8,16,-0.2581
"C34H33O16N2S1P1",34,33,16,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3636,0.2059,0.97,0.47,0,20,0
"C27H36O23N2S1",27,36,23,2,1,0,"unsaturated/lignin","unsaturated/lignin",-0.28,0.6667,1.33,0.85,-15,11,-0.5556
"C35H32O21",35,32,21,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3878,0.2857,0.91,0.6,-1,20,-0.0286
"C38H33O13N2S1P1",38,33,13,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4909,0.0263,0.87,0.34,7,24,0.1842
"C32H36O23",32,36,23,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1707,0.3125,1.12,0.72,-8,15,-0.25
"C35H37O15N2S1P1",35,37,15,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3191,0.0286,1.06,0.43,0,19,0
"C36H36O20",36,36,20,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3462,0.1111,1,0.56,-1,19,-0.0278
"C40H41O11N2S1P1",40,41,11,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4098,-0.275,1.02,0.28,7,22,0.175
"C27H49O22S1P1",27,49,22,0,1,1,"aliphatic","aliphatic",-0.6429,-0.1111,1.81,0.81,-20,4,-0.7407
"C38H44O18",38,44,18,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2759,-0.2105,1.16,0.47,-1,17,-0.0263
"C39H48O17",39,48,17,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2459,-0.359,1.23,0.44,-1,16,-0.0256
"C31H54O17N2P2",31,54,17,2,0,2,"aliphatic","aliphatic+N",-0.2973,-0.4516,1.74,0.55,-14,7,-0.4516
"C36H52O19",36,52,19,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.0566,-0.3889,1.44,0.53,-8,11,-0.2222
"C30H61O19S1P1",30,61,19,0,1,1,"aliphatic","lipid",-0.5676,-0.7,2.03,0.63,-20,1,-0.6667
"C37H56O18",37,56,18,0,0,0,"aliphatic","aliphatic",0.0357,-0.5405,1.51,0.49,-8,10,-0.2162
"C48H53O8P1",48,53,8,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.4186,-0.7708,1.1,0.17,14,23,0.2917
"C41H56O15",41,56,15,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.194,-0.6341,1.37,0.37,-1,14,-0.0244
"C44H57O7N2S1P1",44,57,7,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2877,-0.7955,1.3,0.16,7,18,0.1591
"C52H53O5P1",52,53,5,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.4845,-0.8269,1.02,0.1,21,27,0.4038
"C41H62O7N2S1P2",41,62,7,2,1,2,"aliphatic","aliphatic+N",0.1385,-0.9756,1.51,0.17,1,13,0.0244
"C51H52O6N2",51,52,6,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4783,-0.6667,1.02,0.12,19,27,0.3725
"C41H61O9N2S1P1",41,61,9,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.1385,-0.8537,1.49,0.22,0,13,0
"C39H65O14P1",39,65,14,0,0,1,"aliphatic","aliphatic",0,-0.9487,1.67,0.36,-7,8,-0.1795
"C52H56O5N2",52,56,5,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4526,-0.7692,1.08,0.1,19,26,0.3654
"C42H65O8N2S1P1",42,65,8,2,1,1,"aliphatic","aliphatic+N",0.1176,-0.9762,1.55,0.19,0,12,0
"C40H69O13P1",40,69,13,0,0,1,"aliphatic","aliphatic",-0.0154,-1.075,1.73,0.32,-7,7,-0.175
"C43H70O5N2S1P2",43,70,5,2,1,2,"aliphatic","aliphatic+N",0.0986,-1.2093,1.63,0.12,1,11,0.0233
"C40H68O15",40,68,15,0,0,0,"aliphatic","aliphatic",-0.0154,-0.95,1.7,0.38,-8,7,-0.2
"C42H77O9S1P1",42,77,9,0,1,1,"aliphatic","aliphatic",-0.0423,-1.3571,1.83,0.21,-6,5,-0.1429
"C40H72O13N2",40,72,13,2,0,0,"aliphatic","aliphatic+N",-0.0794,-1,1.8,0.32,-9,6,-0.225
"C51H69O3N2P1",51,69,3,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.3118,-1.1176,1.35,0.06,13,19,0.2549
"C49H60O6N1P1",49,60,6,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.3636,-0.9184,1.22,0.12,13,21,0.2653
"C26H19O23N2S1P1",26,19,23,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3333,1.3462,0.73,0.88,-8,19,-0.3077
"C24H28O24N2P2",24,28,24,2,0,2,"unsaturated/lignin","unsaturated/lignin",-0.375,1.0833,1.17,1,-15,13,-0.625
"C33H26O23",33,26,23,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4419,0.6061,0.79,0.7,-2,21,-0.0606
"C23H35O26S1P1",23,35,26,0,1,1,"aliphatic","aliphatic",-1,0.8261,1.52,1.13,-21,7,-0.913
"C24H39O25S1P1",24,39,25,0,1,1,"aliphatic","aliphatic",-0.8947,0.5417,1.62,1.04,-21,6,-0.875
"C35H34O21",35,34,21,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3469,0.2286,0.97,0.6,-2,19,-0.0571
"C38H35O13N2S1P1",38,35,13,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4545,-0.0263,0.92,0.34,6,23,0.1579
"C36H38O20",36,38,20,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3077,0.0556,1.06,0.56,-2,18,-0.0556
"C28H44O20N2P2",28,44,20,2,0,2,"aliphatic","aliphatic+N",-0.3571,0.0714,1.57,0.71,-15,9,-0.5357
"C37H42O19",37,42,19,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2727,-0.1081,1.14,0.51,-2,17,-0.0541
"C40H43O11N2S1P1",40,43,11,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.377,-0.325,1.07,0.28,6,21,0.15
"C38H46O18",38,46,18,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2414,-0.2632,1.21,0.47,-2,16,-0.0526
"C41H47O10N2S1P1",41,47,10,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3438,-0.4634,1.15,0.24,6,20,0.1463
"C39H50O17",39,50,17,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2131,-0.4103,1.28,0.44,-2,15,-0.0513
"C42H51O9N2S1P1",42,51,9,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3134,-0.5952,1.21,0.21,6,19,0.1429
"C29H59O20S1P1",29,59,20,0,1,1,"aliphatic","lipid",-0.6471,-0.5862,2.03,0.69,-21,1,-0.7241
"C39H55O11N2S1P1",39,55,11,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.1525,-0.641,1.41,0.28,-1,14,-0.0256
"C40H54O16",40,54,16,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1875,-0.55,1.35,0.4,-2,14,-0.05
"C43H55O8N2S1P1",43,55,8,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.7209,1.28,0.19,6,18,0.1395
"C37H60O14P2",37,60,14,0,0,2,"aliphatic","aliphatic",0,-0.8649,1.62,0.38,-7,9,-0.1892
"C50H51O5N2P1",50,51,5,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.4831,-0.7,1.02,0.1,19,27,0.38
"C37H59O16P1",37,59,16,0,0,1,"aliphatic","aliphatic",0,-0.7297,1.59,0.43,-8,9,-0.2162
"C50H50O7N2",50,50,7,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4831,-0.6,1,0.14,18,27,0.36
"C37H58O18",37,58,18,0,0,0,"aliphatic","aliphatic",0,-0.5946,1.57,0.49,-9,9,-0.2432
"C38H63O15P1",38,63,15,0,0,1,"aliphatic","aliphatic",-0.0169,-0.8684,1.66,0.39,-8,8,-0.2105
"C41H64O7N2S1P2",41,64,7,2,1,2,"aliphatic","aliphatic+N",0.1077,-1.0244,1.56,0.17,0,12,0
"C51H54O6N2",51,54,6,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4565,-0.7059,1.06,0.12,18,26,0.3529
"C41H63O9N2S1P1",41,63,9,2,1,1,"aliphatic","aliphatic+N",0.1077,-0.9024,1.54,0.22,-1,12,-0.0244
"C50H62O6S1",50,62,6,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.3478,-0.96,1.24,0.12,13,20,0.26
"C42H68O6N2S1P2",42,68,6,2,1,2,"aliphatic","aliphatic+N",0.0882,-1.1429,1.62,0.14,0,11,0
"C39H66O16",39,66,16,0,0,0,"aliphatic","aliphatic",-0.0323,-0.8718,1.69,0.41,-9,7,-0.2308
"C53H63O2N2P1",53,63,2,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.4082,-1,1.19,0.04,19,24,0.3585
"C40H71O13P1",40,71,13,0,0,1,"aliphatic","aliphatic",-0.0462,-1.125,1.77,0.32,-8,6,-0.2
"C39H71O12N2P1",39,71,12,2,0,1,"aliphatic","aliphatic+N",-0.1,-1.0513,1.82,0.31,-9,6,-0.2308
"C41H75O12P1",41,75,12,0,0,1,"aliphatic","aliphatic",-0.0588,-1.2439,1.83,0.29,-8,5,-0.1951
"C35H53O19N1",35,53,19,1,0,0,"aliphatic","aliphatic+N",-0.0204,-0.3429,1.51,0.54,-10,10,-0.2857
"C41H61O14N1",41,61,14,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.1212,-0.7317,1.49,0.34,-3,12,-0.0732
"C24H28O26N2S1",24,28,26,2,1,0,"unsaturated/lignin","unsaturated/lignin",-0.5,1.3333,1.17,1.08,-17,12,-0.7083
"C32H24O24",32,24,24,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.45,0.75,0.75,0.75,-3,21,-0.0938
"C25H32O25N2S1",25,32,25,2,1,0,"unsaturated/lignin","unsaturated/lignin",-0.4737,1.04,1.28,1,-17,11,-0.68
"C33H28O23",33,28,23,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3953,0.5455,0.85,0.7,-3,20,-0.0909
"C26H36O24N2S1",26,36,24,2,1,0,"unsaturated/lignin","unsaturated/lignin",-0.4545,0.7692,1.38,0.92,-17,10,-0.6538
"C34H32O22",34,32,22,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3478,0.3529,0.94,0.65,-3,19,-0.0882
"C37H33O14N2S1P1",37,33,14,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4615,0.0811,0.89,0.38,5,23,0.1351
"C35H36O21",35,36,21,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3061,0.1714,1.03,0.6,-3,18,-0.0857
"C36H40O20",36,40,20,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2692,0,1.11,0.56,-3,17,-0.0833
"C39H41O12N2S1P1",39,41,12,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3793,-0.2308,1.05,0.31,5,21,0.1282
"C29H48O21N2S1",29,48,21,2,1,0,"aliphatic","aliphatic+N",-0.4194,0.069,1.66,0.72,-17,7,-0.5862
"C37H44O19",37,44,19,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2364,-0.1622,1.19,0.51,-3,16,-0.0811
"C38H48O18",38,48,18,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2069,-0.3158,1.26,0.47,-3,15,-0.0789
"C39H52O17",39,52,17,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1803,-0.4615,1.33,0.44,-3,14,-0.0769
"C42H53O9N2S1P1",42,53,9,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2836,-0.6429,1.26,0.21,5,18,0.119
"C49H49O6N2P1",49,49,6,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.4884,-0.6327,1,0.12,18,27,0.3673
"C36H57O17P1",36,57,17,0,0,1,"aliphatic","aliphatic",-0.0189,-0.6389,1.58,0.47,-9,9,-0.25
"C40H56O16",40,56,16,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1562,-0.6,1.4,0.4,-3,13,-0.075
"C48H56O8S1",48,56,8,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.3721,-0.7917,1.17,0.17,12,21,0.25
"C37H61O16P1",37,61,16,0,0,1,"aliphatic","aliphatic",-0.0357,-0.7838,1.65,0.43,-9,8,-0.2432
"C45H61O8S1P1",45,61,8,0,1,1,"unsaturated/lignin","unsaturated/lignin",0.2564,-0.9556,1.36,0.18,6,16,0.1333
"C49H60O7S1",49,60,7,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.3483,-0.898,1.22,0.14,12,20,0.2449
"C41H66O7N2S1P2",41,66,7,2,1,2,"aliphatic","aliphatic+N",0.0769,-1.0732,1.61,0.17,-1,11,-0.0244
"C41H64O13N2",41,64,13,2,0,0,"aliphatic","aliphatic+N",0.0769,-0.7805,1.56,0.32,-4,11,-0.0976
"C50H64O6S1",50,64,6,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.3261,-1,1.28,0.12,12,19,0.24
"C39H69O14P1",39,69,14,0,0,1,"aliphatic","aliphatic",-0.0645,-1.0513,1.77,0.36,-9,6,-0.2308
"C36H59O18N1",36,59,18,1,0,0,"aliphatic","aliphatic+N",-0.0769,-0.5556,1.64,0.5,-11,8,-0.3056
"C37H64O15N1P1",37,64,15,1,0,1,"aliphatic","aliphatic+N",-0.0909,-0.8378,1.73,0.41,-10,7,-0.2703
"C35H73O12N1S1P2",35,73,12,1,1,2,"aliphatic","lipid",-0.36,-1.2571,2.09,0.34,-15,1,-0.4286
"C24H32O24N2P2",24,32,24,2,0,2,"unsaturated/lignin","unsaturated/lignin",-0.625,0.9167,1.33,1,-17,11,-0.7083
"C36H26O21",36,26,21,0,0,0,"aromatic","aromatic",0.5294,0.4444,0.72,0.58,3,24,0.0833
"C28H32O21N2P2",28,32,21,2,0,2,"unsaturated/lignin","unsaturated/lignin",0.037,0.5714,1.14,0.75,-10,15,-0.3571
"C36H31O15N2S1P1",36,31,15,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4694,0.1944,0.86,0.42,4,23,0.1111
"C37H30O20",37,30,20,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4815,0.2703,0.81,0.54,3,23,0.0811
"C29H36O20N2P2",29,36,20,2,0,2,"unsaturated/lignin","unsaturated/lignin",0,0.3448,1.24,0.69,-10,14,-0.3448
"C22H40O25N2P2",22,40,25,2,0,2,"aliphatic","aliphatic+N",-2.0909,0.7273,1.82,1.14,-24,5,-1.0909
"C37H35O14N2S1P1",37,35,14,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4231,0.027,0.95,0.38,4,22,0.1081
"C38H39O13N2S1P1",38,39,13,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3818,-0.1316,1.03,0.34,4,21,0.1053
"C25H47O24S1P1",25,47,24,0,1,1,"aliphatic","aliphatic",-1,0.12,1.88,0.96,-23,3,-0.92
"C39H43O12N2S1P1",39,43,12,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3448,-0.2821,1.1,0.31,4,20,0.1026
"C40H47O11N2S1P1",40,47,11,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3115,-0.425,1.18,0.28,4,19,0.1
"C41H51O10N2S1P1",41,51,10,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2812,-0.561,1.24,0.24,4,18,0.0976
"C49H47O8P1",49,47,8,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.5,-0.6327,0.96,0.16,18,27,0.3673
"C39H54O17",39,54,17,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1475,-0.5128,1.38,0.44,-4,13,-0.1026
"C42H55O9N2S1P1",42,55,9,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.2537,-0.6905,1.31,0.21,4,17,0.0952
"C39H60O9N2S1P2",39,60,9,2,1,2,"aliphatic","aliphatic+N",0.0847,-0.8718,1.54,0.23,-2,12,-0.0513
"C47H56O7P2",47,56,7,0,0,2,"unsaturated/lignin","unsaturated/lignin",0.3735,-0.8936,1.19,0.15,12,21,0.2553
