formula,region,site,transect,horizon
C15H17O5N1,WLE,OWC,wc,A
C13H8O6S1,WLE,OWC,wc,A
C13H8O8,WLE,OWC,upland,A
C13H8O8,WLE,OWC,transition,A
C13H8O8,WLE,OWC,wte,A
C13H8O8,WLE,OWC,wc,A
C13H8O8,WLE,OWC,transition,B
C12H8O7N2,WLE,OWC,transition,A
C12H8O7N2,WLE,OWC,wte,A
C12H8O7N2,WLE,OWC,wc,A
C14H12O7,WLE,OWC,upland,A
C14H12O7,WLE,OWC,transition,A
C14H12O7,WLE,OWC,wte,A
C14H12O7,WLE,OWC,wc,A
C14H12O7,WLE,OWC,transition,B
C11H16O7S1,WLE,OWC,wte,A
C11H16O7S1,WLE,OWC,wc,A
C13H12O6N2,WLE,OWC,upland,A
C13H12O6N2,WLE,OWC,transition,A
C13H12O6N2,WLE,OWC,wte,A
C13H12O6N2,WLE,OWC,wc,A
C12H20O6S1,WLE,OWC,wte,A
C12H20O6S1,WLE,OWC,wc,A
C14H16O5N2,WLE,OWC,transition,A
C14H16O5N2,WLE,OWC,wte,A
C14H16O5N2,WLE,OWC,wc,A
C16H20O5,WLE,OWC,upland,A
C16H20O5,WLE,OWC,transition,A
C16H20O5,WLE,OWC,wte,A
C16H20O5,WLE,OWC,wc,A
C16H20O5,WLE,OWC,transition,B
C12H7O8N1,WLE,OWC,transition,A
C12H7O8N1,WLE,OWC,wte,A
C12H7O8N1,WLE,OWC,wc,A
C13H11O7N1,WLE,OWC,upland,A
C13H11O7N1,WLE,OWC,transition,A
C13H11O7N1,WLE,OWC,wte,A
C13H11O7N1,WLE,OWC,wc,A
C15H19O5N1,WLE,OWC,upland,A
C15H19O5N1,WLE,OWC,transition,A
C15H19O5N1,WLE,OWC,wte,A
C15H19O5N1,WLE,OWC,wc,A
C12H6O9,WLE,OWC,upland,A
C12H6O9,WLE,OWC,transition,A
C12H6O9,WLE,OWC,wte,A
C13H10O6S1,WLE,OWC,wc,A
C13H10O8,WLE,OWC,upland,A
C13H10O8,WLE,OWC,transition,A
C13H10O8,WLE,OWC,wte,A
C13H10O8,WLE,OWC,wc,A
C13H10O8,WLE,OWC,transition,B
C12H10O7N2,WLE,OWC,transition,A
C12H10O7N2,WLE,OWC,wte,A
C12H10O7N2,WLE,OWC,wc,A
C14H14O5S1,WLE,OWC,wc,A
C11H18O7S1,WLE,OWC,wte,A
C11H18O7S1,WLE,OWC,wc,A
C13H14O6N2,WLE,OWC,upland,A
C13H14O6N2,WLE,OWC,transition,A
C13H14O6N2,WLE,OWC,wte,A
C13H14O6N2,WLE,OWC,wc,A
C14H18O5N2,WLE,OWC,wc,A
C12H9O6N1S1,WLE,OWC,wc,A
C12H9O8N1,WLE,OWC,upland,A
C12H9O8N1,WLE,OWC,transition,A
C12H9O8N1,WLE,OWC,wte,A
C12H9O8N1,WLE,OWC,wc,A
C13H13O7N1,WLE,OWC,upland,A
C13H13O7N1,WLE,OWC,transition,A
C13H13O7N1,WLE,OWC,wte,A
C13H13O7N1,WLE,OWC,wc,A
C12H8O7S1,WLE,OWC,wc,A
C12H8O9,WLE,OWC,upland,A
C12H8O9,WLE,OWC,transition,A
C12H8O9,WLE,OWC,wte,A
C12H8O9,WLE,OWC,wc,A
C16H8O6,WLE,OWC,wc,A
C13H12O6S1,WLE,OWC,wte,A
C13H12O6S1,WLE,OWC,wc,A
C12H12O7N2,WLE,OWC,upland,A
C12H12O7N2,WLE,OWC,transition,A
C12H12O7N2,WLE,OWC,wte,A
C12H12O7N2,WLE,OWC,wc,A
C14H16O5S1,WLE,OWC,wc,A
C13H16O6N2,WLE,OWC,transition,A
C13H16O6N2,WLE,OWC,wte,A
C13H16O6N2,WLE,OWC,wc,A
C12H11O6N1S1,WLE,OWC,wc,A
C12H11O8N1,WLE,OWC,upland,A
C12H11O8N1,WLE,OWC,transition,A
C12H11O8N1,WLE,OWC,wte,A
C12H11O8N1,WLE,OWC,wc,A
C16H11O5N1,WLE,OWC,wte,A
C16H11O5N1,WLE,OWC,wc,A
C12H10O7S1,WLE,OWC,wte,A
C12H10O7S1,WLE,OWC,wc,A
C12H10O9,WLE,OWC,upland,A
C12H10O9,WLE,OWC,transition,A
C12H10O9,WLE,OWC,wte,A
C12H10O9,WLE,OWC,wc,A
C16H10O6,WLE,OWC,transition,A
C16H10O6,WLE,OWC,wte,A
C16H10O6,WLE,OWC,wc,A
C13H14O6S1,WLE,OWC,wte,A
C13H14O6S1,WLE,OWC,wc,A
C15H10O5N2,WLE,OWC,wte,A
C15H10O5N2,WLE,OWC,wc,A
C12H14O7N2,WLE,OWC,wte,A
C12H14O7N2,WLE,OWC,wc,A
C13H18O6N2,WLE,OWC,wc,A
C11H9O7N1S1,WLE,OWC,wc,A
C15H9O6N1,WLE,OWC,transition,A
C15H9O6N1,WLE,OWC,wte,A
C15H9O6N1,WLE,OWC,wc,A
C12H13O8N1,WLE,OWC,upland,A
C12H13O8N1,WLE,OWC,transition,A
C12H13O8N1,WLE,OWC,wte,A
C12H13O8N1,WLE,OWC,wc,A
C16H13O5N1,WLE,OWC,wte,A
C16H13O5N1,WLE,OWC,wc,A
C11H8O8S1,WLE,OWC,wc,A
C15H8O7,WLE,OWC,upland,A
C15H8O7,WLE,OWC,transition,A
C15H8O7,WLE,OWC,wte,A
C15H8O7,WLE,OWC,wc,A
C12H12O7S1,WLE,OWC,wte,A
C12H12O7S1,WLE,OWC,wc,A
C14H8O6N2,WLE,OWC,transition,A
C14H8O6N2,WLE,OWC,wte,A
C14H8O6N2,WLE,OWC,wc,A
C15H12O5N2,WLE,OWC,wte,A
C15H12O5N2,WLE,OWC,wc,A
C12H16O7N2,WLE,OWC,wte,A
C12H16O7N2,WLE,OWC,wc,A
C18H20O4,WLE,OWC,wc,A
C14H7O7N1,WLE,OWC,transition,A
C14H7O7N1,WLE,OWC,wte,A
C14H7O7N1,WLE,OWC,wc,A
C12H15O6N1S1,WLE,OWC,wc,A
C16H15O5N1,WLE,OWC,wte,A
C16H15O5N1,WLE,OWC,wc,A
C14H6O6S1,WLE,OWC,wc,A
C14H6O8,WLE,OWC,upland,A
C14H6O8,WLE,OWC,transition,A
C14H6O8,WLE,OWC,wte,A
C14H6O8,WLE,OWC,wc,A
C11H10O8S1,WLE,OWC,wc,A
C13H6O7N2,WLE,OWC,wte,A
C13H6O7N2,WLE,OWC,wc,A
C11H10O10,WLE,OWC,upland,A
C11H10O10,WLE,OWC,transition,A
C11H10O10,WLE,OWC,wte,A
C15H10O7,WLE,OWC,upland,A
C15H10O7,WLE,OWC,transition,A
C15H10O7,WLE,OWC,wte,A
C15H10O7,WLE,OWC,wc,A
C12H14O7S1,WLE,OWC,wte,A
C12H14O7S1,WLE,OWC,wc,A
C14H10O6N2,WLE,OWC,transition,A
C14H10O6N2,WLE,OWC,wte,A
C14H10O6N2,WLE,OWC,wc,A
C15H14O5N2,WLE,OWC,wte,A
C15H14O5N2,WLE,OWC,wc,A
C15H13O6N1,WLE,OWC,upland,A
C15H13O6N1,WLE,OWC,transition,A
C15H13O6N1,WLE,OWC,wte,A
C15H13O6N1,WLE,OWC,wc,A
C16H17O5N1,WLE,OWC,wte,A
C16H17O5N1,WLE,OWC,wc,A
C14H8O8,WLE,OWC,upland,A
C14H8O8,WLE,OWC,transition,A
C14H8O8,WLE,OWC,wte,A
C14H8O8,WLE,OWC,wc,A
C11H12O8S1,WLE,OWC,wc,A
C13H8O7N2,WLE,OWC,wte,A
C13H8O7N2,WLE,OWC,wc,A
C11H12O10,WLE,OWC,upland,A
C11H12O10,WLE,OWC,transition,A
C11H12O10,WLE,OWC,wte,A
C11H12O10,WLE,OWC,wc,A
C12H16O7S1,WLE,OWC,upland,A
C12H16O7S1,WLE,OWC,transition,A
C12H16O7S1,WLE,OWC,wte,A
C12H16O7S1,WLE,OWC,wc,A
C14H12O6N2,WLE,OWC,upland,A
C14H12O6N2,WLE,OWC,transition,A
C14H12O6N2,WLE,OWC,wte,A
C14H12O6N2,WLE,OWC,wc,A
C13H20O6S1,WLE,OWC,wte,A
C13H20O6S1,WLE,OWC,wc,A
C15H16O5N2,WLE,OWC,wte,A
C15H16O5N2,WLE,OWC,wc,A
C17H20O5,WLE,OWC,upland,A
C17H20O5,WLE,OWC,transition,A
C17H20O5,WLE,OWC,wte,A
C17H20O5,WLE,OWC,wc,A
C17H20O5,WLE,OWC,transition,B
C18H24O4,WLE,OWC,upland,A
C18H24O4,WLE,OWC,transition,A
C18H24O4,WLE,OWC,wte,A
C18H24O4,WLE,OWC,wc,A
C13H7O6N1S1,WLE,OWC,wc,A
C13H7O8N1,WLE,OWC,wte,A
C13H7O8N1,WLE,OWC,wc,A
C14H11O7N1,WLE,OWC,upland,A
C14H11O7N1,WLE,OWC,transition,A
C14H11O7N1,WLE,OWC,wte,A
C14H11O7N1,WLE,OWC,wc,A
C15H15O6N1,WLE,OWC,upland,A
C15H15O6N1,WLE,OWC,transition,A
C15H15O6N1,WLE,OWC,wte,A
C15H15O6N1,WLE,OWC,wc,A
C16H19O5N1,WLE,OWC,wte,A
C16H19O5N1,WLE,OWC,wc,A
C13H6O9,WLE,OWC,upland,A
C13H6O9,WLE,OWC,transition,A
C13H6O9,WLE,OWC,wte,A
C14H10O6S1,WLE,OWC,wc,A
C14H10O8,WLE,OWC,upland,A
C14H10O8,WLE,OWC,transition,A
C14H10O8,WLE,OWC,wte,A
C14H10O8,WLE,OWC,wc,A
C14H10O8,WLE,OWC,transition,B
C11H14O8S1,WLE,OWC,wte,A
C11H14O8S1,WLE,OWC,wc,A
C13H10O7N2,WLE,OWC,upland,A
C13H10O7N2,WLE,OWC,transition,A
C13H10O7N2,WLE,OWC,wte,A
C13H10O7N2,WLE,OWC,wc,A
C11H14O10,WLE,OWC,upland,A
C11H14O10,WLE,OWC,wte,A
C14H14O6N2,WLE,OWC,upland,A
C14H14O6N2,WLE,OWC,transition,A
C14H14O6N2,WLE,OWC,wte,A
C14H14O6N2,WLE,OWC,wc,A
C13H22O6S1,WLE,OWC,wc,A
C15H18O5N2,WLE,OWC,wte,A
C15H18O5N2,WLE,OWC,wc,A
C13H9O6N1S1,WLE,OWC,wte,A
C13H9O6N1S1,WLE,OWC,wc,A
C13H9O8N1,WLE,OWC,upland,A
C13H9O8N1,WLE,OWC,transition,A
C13H9O8N1,WLE,OWC,wte,A
C13H9O8N1,WLE,OWC,wc,A
C14H13O7N1,WLE,OWC,upland,A
C14H13O7N1,WLE,OWC,transition,A
C14H13O7N1,WLE,OWC,wte,A
C14H13O7N1,WLE,OWC,wc,A
C16H21O5N1,WLE,OWC,wc,A
C13H8O7S1,WLE,OWC,wc,A
C13H8O9,WLE,OWC,upland,A
C13H8O9,WLE,OWC,transition,A
C13H8O9,WLE,OWC,wte,A
C13H8O9,WLE,OWC,wc,A
C12H8O8N2,WLE,OWC,wte,A
C14H12O6S1,WLE,OWC,wc,A
C14H12O8,WLE,OWC,upland,A
C14H12O8,WLE,OWC,transition,A
C14H12O8,WLE,OWC,wte,A
C14H12O8,WLE,OWC,wc,A
C14H12O8,WLE,OWC,upland,B
C14H12O8,WLE,OWC,transition,B
C11H16O8S1,WLE,OWC,wc,A
C13H12O7N2,WLE,OWC,upland,A
C13H12O7N2,WLE,OWC,transition,A
C13H12O7N2,WLE,OWC,wte,A
C13H12O7N2,WLE,OWC,wc,A
C12H20O7S1,WLE,OWC,wc,A
C14H16O6N2,WLE,OWC,upland,A
C14H16O6N2,WLE,OWC,wte,A
C14H16O6N2,WLE,OWC,wc,A
C12H7O7N1S1,WLE,OWC,wc,A
C13H11O6N1S1,WLE,OWC,wte,A
C13H11O6N1S1,WLE,OWC,wc,A
C13H11O8N1,WLE,OWC,upland,A
C13H11O8N1,WLE,OWC,transition,A
C13H11O8N1,WLE,OWC,wte,A
C13H11O8N1,WLE,OWC,wc,A
C14H15O7N1,WLE,OWC,upland,A
C14H15O7N1,WLE,OWC,transition,A
C14H15O7N1,WLE,OWC,wte,A
C14H15O7N1,WLE,OWC,wc,A
C14H15O7N1,WLE,OWC,transition,B
C12H6O10,WLE,OWC,upland,A
C13H10O7S1,WLE,OWC,wte,A
C13H10O7S1,WLE,OWC,wc,A
C13H10O9,WLE,OWC,upland,A
C13H10O9,WLE,OWC,transition,A
C13H10O9,WLE,OWC,wte,A
C13H10O9,WLE,OWC,wc,A
C13H10O9,WLE,OWC,transition,B
C12H10O8N2,WLE,OWC,wte,A
C12H10O8N2,WLE,OWC,wc,A
C17H10O6,WLE,OWC,wte,A
C17H10O6,WLE,OWC,wc,A
C14H14O6S1,WLE,OWC,wte,A
C14H14O6S1,WLE,OWC,wc,A
C13H14O7N2,WLE,OWC,upland,A
C13H14O7N2,WLE,OWC,transition,A
C13H14O7N2,WLE,OWC,wte,A
C13H14O7N2,WLE,OWC,wc,A
C15H18O5S1,WLE,OWC,wc,A
C14H18O6N2,WLE,OWC,wte,A
C14H18O6N2,WLE,OWC,wc,A
C12H9O7N1S1,WLE,OWC,wte,A
C12H9O7N1S1,WLE,OWC,wc,A
C12H9O9N1,WLE,OWC,wc,A
C16H9O6N1,WLE,OWC,wte,A
C16H9O6N1,WLE,OWC,wc,A
C13H13O6N1S1,WLE,OWC,wte,A
C13H13O6N1S1,WLE,OWC,wc,A
C13H13O8N1,WLE,OWC,upland,A
C13H13O8N1,WLE,OWC,transition,A
C13H13O8N1,WLE,OWC,wte,A
C13H13O8N1,WLE,OWC,wc,A
C12H8O8S1,WLE,OWC,wc,A
C12H8O10,WLE,OWC,upland,A
C12H8O10,WLE,OWC,transition,A
C12H8O10,WLE,OWC,wte,A
C12H8O10,WLE,OWC,wc,A
C16H8O7,WLE,OWC,upland,A
C16H8O7,WLE,OWC,transition,A
C16H8O7,WLE,OWC,wte,A
C16H8O7,WLE,OWC,wc,A
C13H12O7S1,WLE,OWC,wte,A
C13H12O7S1,WLE,OWC,wc,A
C13H12O9,WLE,OWC,upland,A
C13H12O9,WLE,OWC,transition,A
C13H12O9,WLE,OWC,wte,A
C13H12O9,WLE,OWC,wc,A
C13H12O9,WLE,OWC,upland,B
C13H12O9,WLE,OWC,transition,B
C12H12O8N2,WLE,OWC,wte,A
C12H12O8N2,WLE,OWC,wc,A
C17H12O6,WLE,OWC,transition,A
C17H12O6,WLE,OWC,wte,A
C17H12O6,WLE,OWC,wc,A
C14H16O6S1,WLE,OWC,wte,A
C14H16O6S1,WLE,OWC,wc,A
C13H16O7N2,WLE,OWC,upland,A
C13H16O7N2,WLE,OWC,transition,A
C13H16O7N2,WLE,OWC,wte,A
C13H16O7N2,WLE,OWC,wc,A
C15H7O7N1,WLE,OWC,wc,A
C12H11O7N1S1,WLE,OWC,wte,A
C12H11O7N1S1,WLE,OWC,wc,A
C12H11O9N1,WLE,OWC,upland,A
C12H11O9N1,WLE,OWC,transition,A
C12H11O9N1,WLE,OWC,wte,A
C16H11O6N1,WLE,OWC,wte,A
C16H11O6N1,WLE,OWC,wc,A
C12H10O8S1,WLE,OWC,wte,A
C12H10O8S1,WLE,OWC,wc,A
C12H10O10,WLE,OWC,upland,A
C12H10O10,WLE,OWC,transition,A
C12H10O10,WLE,OWC,wte,A
C12H10O10,WLE,OWC,wc,A
C16H10O7,WLE,OWC,upland,A
C16H10O7,WLE,OWC,transition,A
C16H10O7,WLE,OWC,wte,A
C16H10O7,WLE,OWC,wc,A
C13H14O7S1,WLE,OWC,wte,A
C13H14O7S1,WLE,OWC,wc,A
C15H10O6N2,WLE,OWC,wte,A
C15H10O6N2,WLE,OWC,wc,A
C12H14O8N2,WLE,OWC,wte,A
C16H14O5N2,WLE,OWC,wc,A
C13H18O7N2,WLE,OWC,wc,A
C19H22O4,WLE,OWC,wc,A
C15H9O7N1,WLE,OWC,upland,A
C15H9O7N1,WLE,OWC,transition,A
C15H9O7N1,WLE,OWC,wte,A
C15H9O7N1,WLE,OWC,wc,A
C12H13O7N1S1,WLE,OWC,wc,A
C12H13O9N1,WLE,OWC,upland,A
C12H13O9N1,WLE,OWC,transition,A
C12H13O9N1,WLE,OWC,wte,A
C12H13O9N1,WLE,OWC,wc,A
C16H13O6N1,WLE,OWC,upland,A
C16H13O6N1,WLE,OWC,transition,A
C16H13O6N1,WLE,OWC,wte,A
C16H13O6N1,WLE,OWC,wc,A
C17H17O5N1,WLE,OWC,wte,A
C17H17O5N1,WLE,OWC,wc,A
C14H21O5N1S1,WLE,OWC,wc,A
C15H8O8,WLE,OWC,upland,A
C15H8O8,WLE,OWC,transition,A
C15H8O8,WLE,OWC,wte,A
C15H8O8,WLE,OWC,wc,A
C12H12O8S1,WLE,OWC,wte,A
C12H12O8S1,WLE,OWC,wc,A
C14H8O7N2,WLE,OWC,transition,A
C14H8O7N2,WLE,OWC,wte,A
C14H8O7N2,WLE,OWC,wc,A
C12H12O10,WLE,OWC,upland,A
C12H12O10,WLE,OWC,transition,A
C12H12O10,WLE,OWC,wte,A
C12H12O10,WLE,OWC,wc,A
C16H12O7,WLE,OWC,upland,A
C16H12O7,WLE,OWC,transition,A
C16H12O7,WLE,OWC,wte,A
C16H12O7,WLE,OWC,wc,A
C13H16O7S1,WLE,OWC,wte,A
C13H16O7S1,WLE,OWC,wc,A
C15H12O6N2,WLE,OWC,transition,A
C15H12O6N2,WLE,OWC,wte,A
C15H12O6N2,WLE,OWC,wc,A
C16H16O5N2,WLE,OWC,wte,A
C16H16O5N2,WLE,OWC,wc,A
C18H20O5,WLE,OWC,upland,A
C18H20O5,WLE,OWC,transition,A
C18H20O5,WLE,OWC,wte,A
C18H20O5,WLE,OWC,wc,A
C19H24O4,WLE,OWC,wte,A
C19H24O4,WLE,OWC,wc,A
C14H7O8N1,WLE,OWC,transition,A
C14H7O8N1,WLE,OWC,wte,A
C14H7O8N1,WLE,OWC,wc,A
C16H15O6N1,WLE,OWC,upland,A
C16H15O6N1,WLE,OWC,transition,A
C16H15O6N1,WLE,OWC,wte,A
C16H15O6N1,WLE,OWC,wc,A
C17H19O5N1,WLE,OWC,wte,A
C17H19O5N1,WLE,OWC,wc,A
C14H6O9,WLE,OWC,upland,A
C14H6O9,WLE,OWC,transition,A
C14H6O9,WLE,OWC,wte,A
C14H6O9,WLE,OWC,wc,A
C13H6O8N2,WLE,OWC,wte,A
C15H10O8,WLE,OWC,upland,A
C15H10O8,WLE,OWC,transition,A
C15H10O8,WLE,OWC,wte,A
C15H10O8,WLE,OWC,wc,A
C15H10O8,WLE,OWC,transition,B
C12H14O8S1,WLE,OWC,wte,A
C12H14O8S1,WLE,OWC,wc,A
C14H10O7N2,WLE,OWC,upland,A
C14H10O7N2,WLE,OWC,transition,A
C14H10O7N2,WLE,OWC,wte,A
C14H10O7N2,WLE,OWC,wc,A
C16H14O7,WLE,OWC,upland,A
C16H14O7,WLE,OWC,transition,A
C16H14O7,WLE,OWC,wte,A
C16H14O7,WLE,OWC,wc,A
C16H14O7,WLE,OWC,transition,B
C13H18O7S1,WLE,OWC,upland,A
C13H18O7S1,WLE,OWC,transition,A
C13H18O7S1,WLE,OWC,wte,A
C13H18O7S1,WLE,OWC,wc,A
C15H14O6N2,WLE,OWC,upland,A
C15H14O6N2,WLE,OWC,transition,A
C15H14O6N2,WLE,OWC,wte,A
C15H14O6N2,WLE,OWC,wc,A
C16H18O5N2,WLE,OWC,wte,A
C16H18O5N2,WLE,OWC,wc,A
C19H26O4,WLE,OWC,wte,A
C19H26O4,WLE,OWC,wc,A
C14H9O6N1S1,WLE,OWC,wc,A
C14H9O8N1,WLE,OWC,upland,A
C14H9O8N1,WLE,OWC,transition,A
C14H9O8N1,WLE,OWC,wte,A
C14H9O8N1,WLE,OWC,wc,A
C15H13O7N1,WLE,OWC,upland,A
C15H13O7N1,WLE,OWC,transition,A
C15H13O7N1,WLE,OWC,wte,A
C15H13O7N1,WLE,OWC,wc,A
C15H13O7N1,WLE,OWC,transition,B
C16H17O6N1,WLE,OWC,upland,A
C16H17O6N1,WLE,OWC,transition,A
C16H17O6N1,WLE,OWC,wte,A
C16H17O6N1,WLE,OWC,wc,A
C17H21O5N1,WLE,OWC,wc,A
C14H8O9,WLE,OWC,upland,A
C14H8O9,WLE,OWC,transition,A
C14H8O9,WLE,OWC,wte,A
C14H8O9,WLE,OWC,wc,A
C13H8O8N2,WLE,OWC,wte,A
C13H8O8N2,WLE,OWC,wc,A
C15H12O8,WLE,OWC,upland,A
C15H12O8,WLE,OWC,transition,A
C15H12O8,WLE,OWC,wte,A
C15H12O8,WLE,OWC,wc,A
C15H12O8,WLE,OWC,upland,B
C15H12O8,WLE,OWC,transition,B
C12H16O8S1,WLE,OWC,wte,A
C12H16O8S1,WLE,OWC,wc,A
C14H12O7N2,WLE,OWC,upland,A
C14H12O7N2,WLE,OWC,transition,A
C14H12O7N2,WLE,OWC,wte,A
C14H12O7N2,WLE,OWC,wc,A
C15H16O6N2,WLE,OWC,transition,A
C15H16O6N2,WLE,OWC,wte,A
C15H16O6N2,WLE,OWC,wc,A
C14H24O6S1,WLE,OWC,wc,A
C19H28O4,WLE,OWC,wc,A
C13H7O7N1S1,WLE,OWC,wc,A
C13H7O9N1,WLE,OWC,wc,A
C14H11O6N1S1,WLE,OWC,wc,A
C14H11O8N1,WLE,OWC,upland,A
C14H11O8N1,WLE,OWC,transition,A
C14H11O8N1,WLE,OWC,wte,A
C14H11O8N1,WLE,OWC,wc,A
C15H15O7N1,WLE,OWC,upland,A
C15H15O7N1,WLE,OWC,transition,A
C15H15O7N1,WLE,OWC,wte,A
C15H15O7N1,WLE,OWC,wc,A
C15H15O7N1,WLE,OWC,transition,B
C13H6O10,WLE,OWC,upland,A
C13H6O10,WLE,OWC,transition,A
C14H10O7S1,WLE,OWC,wc,A
C14H10O9,WLE,OWC,upland,A
C14H10O9,WLE,OWC,transition,A
C14H10O9,WLE,OWC,wte,A
C14H10O9,WLE,OWC,wc,A
C14H10O9,WLE,OWC,transition,B
C13H10O8N2,WLE,OWC,upland,A
C13H10O8N2,WLE,OWC,transition,A
C13H10O8N2,WLE,OWC,wte,A
C13H10O8N2,WLE,OWC,wc,A
C15H14O6S1,WLE,OWC,wc,A
C15H14O8,WLE,OWC,upland,A
C15H14O8,WLE,OWC,transition,A
C15H14O8,WLE,OWC,wte,A
C15H14O8,WLE,OWC,wc,A
C15H14O8,WLE,OWC,upland,B
C15H14O8,WLE,OWC,transition,B
C12H18O8S1,WLE,OWC,wte,A
C12H18O8S1,WLE,OWC,wc,A
C14H14O7N2,WLE,OWC,upland,A
C14H14O7N2,WLE,OWC,transition,A
C14H14O7N2,WLE,OWC,wte,A
C14H14O7N2,WLE,OWC,wc,A
C13H22O7S1,WLE,OWC,wc,A
C15H18O6N2,WLE,OWC,wte,A
C15H18O6N2,WLE,OWC,wc,A
C13H9O7N1S1,WLE,OWC,wte,A
C13H9O7N1S1,WLE,OWC,wc,A
C13H9O9N1,WLE,OWC,upland,A
C13H9O9N1,WLE,OWC,transition,A
C13H9O9N1,WLE,OWC,wte,A
C13H9O9N1,WLE,OWC,wc,A
C14H13O6N1S1,WLE,OWC,wc,A
C14H13O8N1,WLE,OWC,upland,A
C14H13O8N1,WLE,OWC,transition,A
C14H13O8N1,WLE,OWC,wte,A
C14H13O8N1,WLE,OWC,wc,A
C14H13O8N1,WLE,OWC,transition,B
C15H17O7N1,WLE,OWC,upland,A
C15H17O7N1,WLE,OWC,transition,A
C15H17O7N1,WLE,OWC,wte,A
C15H17O7N1,WLE,OWC,wc,A
C15H17O7N1,WLE,OWC,transition,B
C16H21O6N1,WLE,OWC,upland,A
C16H21O6N1,WLE,OWC,transition,A
C16H21O6N1,WLE,OWC,wte,A
C16H21O6N1,WLE,OWC,wc,A
C16H21O6N1,WLE,OWC,transition,B
C13H8O8S1,WLE,OWC,wc,A
C13H8O10,WLE,OWC,upland,A
C13H8O10,WLE,OWC,transition,A
C13H8O10,WLE,OWC,wte,A
C13H8O10,WLE,OWC,wc,A
C17H8O7,WLE,OWC,wte,A
C17H8O7,WLE,OWC,wc,A
C14H12O7S1,WLE,OWC,wte,A
C14H12O7S1,WLE,OWC,wc,A
C16H8O6N2,WLE,OWC,wte,A
C14H12O9,WLE,OWC,upland,A
C14H12O9,WLE,OWC,transition,A
C14H12O9,WLE,OWC,wte,A
C14H12O9,WLE,OWC,wc,A
C14H12O9,WLE,OWC,transition,B
C13H12O8N2,WLE,OWC,transition,A
C13H12O8N2,WLE,OWC,wte,A
C13H12O8N2,WLE,OWC,wc,A
C18H12O6,WLE,OWC,wte,A
C18H12O6,WLE,OWC,wc,A
C15H16O6S1,WLE,OWC,wc,A
C14H16O7N2,WLE,OWC,upland,A
C14H16O7N2,WLE,OWC,transition,A
C14H16O7N2,WLE,OWC,wte,A
C14H16O7N2,WLE,OWC,wc,A
C15H20O6N2,WLE,OWC,wc,A
C16H7O7N1,WLE,OWC,wte,A
C13H11O7N1S1,WLE,OWC,wte,A
C13H11O7N1S1,WLE,OWC,wc,A
C13H11O9N1,WLE,OWC,upland,A
C13H11O9N1,WLE,OWC,transition,A
C13H11O9N1,WLE,OWC,wte,A
C13H11O9N1,WLE,OWC,wc,A
C17H11O6N1,WLE,OWC,wte,A
C17H11O6N1,WLE,OWC,wc,A
C14H15O8N1,WLE,OWC,upland,A
C14H15O8N1,WLE,OWC,transition,A
C14H15O8N1,WLE,OWC,wte,A
C14H15O8N1,WLE,OWC,wc,A
C14H15O8N1,WLE,OWC,transition,B
C13H10O8S1,WLE,OWC,wte,A
C13H10O8S1,WLE,OWC,wc,A
C13H10O10,WLE,OWC,upland,A
C13H10O10,WLE,OWC,transition,A
C13H10O10,WLE,OWC,wte,A
C13H10O10,WLE,OWC,wc,A
C17H10O7,WLE,OWC,upland,A
C17H10O7,WLE,OWC,transition,A
C17H10O7,WLE,OWC,wte,A
C17H10O7,WLE,OWC,wc,A
C14H14O7S1,WLE,OWC,wte,A
C14H14O7S1,WLE,OWC,wc,A
C16H10O6N2,WLE,OWC,wte,A
C13H14O8N2,WLE,OWC,upland,A
C13H14O8N2,WLE,OWC,transition,A
C13H14O8N2,WLE,OWC,wte,A
C13H14O8N2,WLE,OWC,wc,A
C18H14O6,WLE,OWC,wte,A
C18H14O6,WLE,OWC,wc,A
C15H18O6S1,WLE,OWC,wte,A
C15H18O6S1,WLE,OWC,wc,A
C14H18O7N2,WLE,OWC,wte,A
C14H18O7N2,WLE,OWC,wc,A
C19H18O5,WLE,OWC,wte,A
C19H18O5,WLE,OWC,wc,A
C16H9O7N1,WLE,OWC,transition,A
C16H9O7N1,WLE,OWC,wte,A
C16H9O7N1,WLE,OWC,wc,A
C13H13O7N1S1,WLE,OWC,wte,A
C13H13O7N1S1,WLE,OWC,wc,A
C13H13O9N1,WLE,OWC,upland,A
C13H13O9N1,WLE,OWC,transition,A
C13H13O9N1,WLE,OWC,wte,A
C13H13O9N1,WLE,OWC,wc,A
C12H8O9S1,WLE,OWC,wc,A
C16H8O8,WLE,OWC,upland,A
C16H8O8,WLE,OWC,transition,A
C16H8O8,WLE,OWC,wte,A
C16H8O8,WLE,OWC,wc,A
C13H12O8S1,WLE,OWC,wte,A
C13H12O8S1,WLE,OWC,wc,A
C15H8O7N2,WLE,OWC,wte,A
C15H8O7N2,WLE,OWC,wc,A
C13H12O10,WLE,OWC,upland,A
C13H12O10,WLE,OWC,transition,A
C13H12O10,WLE,OWC,wte,A
C13H12O10,WLE,OWC,wc,A
C13H12O10,WLE,OWC,transition,B
C17H12O7,WLE,OWC,upland,A
C17H12O7,WLE,OWC,transition,A
C17H12O7,WLE,OWC,wte,A
C17H12O7,WLE,OWC,wc,A
C14H16O7S1,WLE,OWC,wte,A
C14H16O7S1,WLE,OWC,wc,A
C16H12O6N2,WLE,OWC,wte,A
C16H12O6N2,WLE,OWC,wc,A
